timestamp,ticker,side,expiry,strike,entry_mid,delta,iv,open_interest,volume,spread_pct,dte,status,best_seen,touched_at
2025-10-01 19:52:19,NFLX,CALL,2025-10-10,1195.0,13.525,0.6272687857950283,0.3178473977661132,223,677,0.0332717190388169,9,OPEN,13.525,
2025-10-01 19:52:19,MU,CALL,2025-10-10,180.0,6.475,0.656435502465786,0.499028447265625,1446,5191,0.023166023166023,9,OPEN,6.475,
2025-10-01 19:52:19,MU,CALL,2025-10-10,182.5,5.325,0.6426359955555885,0.5034229345703125,268,1979,0.0281690140845071,9,OPEN,5.325,
2025-10-01 19:52:19,SMCI,CALL,2025-10-10,52.0,1.805,0.6494439188978908,0.5327195166015625,1857,20484,0.0277008310249307,9,OPEN,1.805,
2025-10-01 19:52:19,SMCI,CALL,2025-10-10,51.0,2.24,0.6686853819960082,0.5063525927734375,1897,3082,0.0178571428571426,9,OPEN,2.24,
2025-10-02 18:27:59,SPY,CALL,2025-10-09,670.0,3.56,0.6493847152325366,0.095437512512207,1385,2411,0.0056179775280898,7,OPEN,3.56,
2025-10-02 18:27:59,SPY,CALL,2025-10-09,669.0,4.12,0.6508781708814433,0.0969328588867187,399,1998,0.0048543689320387,7,OPEN,4.12,
2025-10-02 18:27:59,QQQ,CALL,2025-10-09,607.0,3.87,0.6478866629417334,0.1253749572753906,204,942,0.0051679586563307,7,OPEN,3.87,
2025-10-02 18:27:59,QQQ,CALL,2025-10-09,603.0,6.300000000000001,0.6544903752122986,0.1355677264404297,263,364,0.0063492063492063,7,OPEN,6.300000000000001,
2025-10-02 18:27:59,AAPL,CALL,2025-10-10,257.5,3.275,0.6508536443413825,0.1978839978027343,6273,9587,0.015267175572519,8,OPEN,3.275,
2025-10-02 18:27:59,AAPL,CALL,2025-10-10,260.0,2.22,0.6411531942864445,0.2009357250976562,16806,31581,0.018018018018018,8,OPEN,2.22,
2025-10-02 18:27:59,MSFT,CALL,2025-10-10,517.5,6.375,0.6498260047928307,0.1987995159912109,1076,2333,0.007843137254902,8,OPEN,6.375,
2025-10-02 18:27:59,MSFT,CALL,2025-10-10,515.0,7.775,0.6546577632237832,0.2017291741943359,3708,2807,0.0064308681672025,8,OPEN,7.775,
